Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
APTEL11441,LOK SATTA TIMES,??? ????? ??????,104776,APTEL/2010/32219,FOUNDATION FOR DEMOCRATIC REFORMS,AP,HYDERABAD,F
APURD01814,MEHAR TIMES,???? ??????,104031,APURD/2009/31474,MOHD. AFFAN QUADRI,AP,HYDERABAD,M
APTEL13194,SRIVEN TIMES,,121269,APTEL/2013/48714,DEVULAPALLI PADMAJA,AP,HYDERABAD,M
APBIL01811,YERUKALA TIMES,,124398,APBIL/2013/51843,V. PRABHAKAR,AP,HYDERABAD,M
APENG02588,PARAMEDICAL & NURSING TIMES,,86955,APENG/2004/14398,DR.MOHD SAMLULLAH KHAN,AP,HYDERABAD,M
APENG02796,TARNAKA TIMES,????? ??????,99026,APENG/2007/26469,DR. RAO V.B.J. CHELIKANI,AP,HYDERABAD,M
APMUL00356,DRAVIDIAN TIMES,,99125,APMUL/2008/26568,C.H. DAYANAND RAO,AP,HYDERABAD,M
APBIL01704,TRANSPORT TIMES,,111414,APBIL/2009/38857,N. PURUSHOTHAM GOUD,AP,HYDERABAD,M
APENG01937,ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT),,69920,69920/ 99,L.D.GOGIA,AP,HYDERABAD,M
APENG02887,TIMES OF DISASTER MANAGEMENT,?????? ?? ???????? ?????????,101145,APENG/2009/28588,S. ANANDA BABU,AP,HYDERABAD,Q
APENG03222,ETERNAL LIFE TIMES,,110616,APENG/2011/38059,K. NEWTON,AP,HYDERABAD,Q
APENG03501,ADEEB TIMES,,128931,TELENG/2014/56376,MOHAMMED ATHER,AP,HYDERABAD,W
APENG03477,THE ECONOMIC TIMES WEALTH,,129996,TELENG/2014/57441,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02819,INDIA GULF TIMES,????????? ????? ???????,98699,APENG/2008/26142,ZEENATH SAJIDA,AP,HYDERABAD,W
APURD01910,SHADAN TIMES,,117929,APURD/2012/45372,MOHAMMED KALEEM MOHIUDDIN,AP,HYDERABAD,W
APURD01761,JUSTICE TIMES,JUSTICE TIMES,92216,APURD/2006/19659,KHAJA ABDUL HAMEED,AP,HYDERABAD,W
APURD01971,JURRAT TIMES,,125792,APURD/2013/53237,MOHAMMED FAYAQ NAWAZ,AP,HYDERABAD,W
APENG03263,EDUCATION TIMES,,114449,TELENG/2011/41892,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02665,THE ECONOMIC TIMES ON SATURDAY,?? ??????? ?????? ?? ??????,101228,TELENG/2006/28671,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02833,TIMES ASCENT,?????? ????????,95713,TELENG/2007/23156,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APURD01908,INSAAF NEWS TIMES,,119127,APURD/2012/46570,A.RASHEED KHAN,AP,HYDERABAD,W
APTEL12573,NUZIVIDU TIMES,,114917,APTEL/2012/42360,MALLIPUDI RAJASEKHAR,AP,HYDERABAD,W
APENG03475,THE ECONOMIC TIMES MAGAZINE,,134813,TELENG/2014/62258,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APURD01996,KHURSHEED TIMES,,127797,APURD/2014/55242,MOHD. KHURSHEED KHAN,AP,HYDERBAD,W
APTEL06986,CUDDAPAH WEEKLY TIMES,,80597,APTEL/2002/08040,B.VENKATA SUBBAIAH,AP,KADAPA,W
APTEL13691,PALAMOOR TIMES,,124407,APTEL/2013/51852,A. ANJAIAH,AP,KARIMNAGAR,D
APTEL12398,SHATHABDI TIMES,,124776,APTEL/2013/52221,BONKURI MADUNAIAH,AP,KARIMNAGAR,W
APTEL12074,PEOPLES TIMES,,118044,APTEL/2012/45487,VODYATI PRAVEEN KUMAR,AP,KARIMNAGAR,W
APTEL14074,KHAMMAM TIMES,,140335,TELTEL/2014/67780,BYRE KARAMCHAND GANDHI,AP,KHAMMAM,Q
APTEL15553,GUDIVADA TIMES,,149281,APTEL/2018/76726,BAPATLA LUDIYA,AP,KRISHNA,D
APTEL16216,MYLAVARAM TIMES,,,,MANNE SAMBASIVA RAO,AP,KRISHNA,D
APTEL16206,TIMES POWER,,160157,APTEL/2023/87602,BAPATLA KIRAN KUMAR,AP,KRISHNA,D
APTEL15136,TIRUVURU TIMES,,145516,APTEL/2016/72961,R.S.V.PRASAD,AP,KRISHNA,DE
APENG00388,FLASH TIMES,,37860,37860/ 83,R S MURTHY,AP,KRISHNA/ VIJAYWADA,D
APENG03609,AMARAVATI TIMES,,147788,APENG/2017/75233,PRIME BIZ TECH SOLUTIONS PVT.LTD.,AP,KRISHNA/ VIJAYWADA,M
APURD01413,HAROON TIMES,????? ??????,133999,APURD/2015/61444,OSMAN HAROON,AP,KURNOOL,D
APTEL15658,KANDANAVOLU TIMES,,148808,APTEL/2018/76253,CHAKALI RAMANJANEYULU,AP,KURNOOL,D
APTEL16310,RAHMATABAD TIMES,,,,S. NAZEER AHMED BASHA,AP,KURNOOL,D
APENG03078,SEEMA TIMES,,107871,APENG/2010/35314,G. VIJAYA LAKSHMI,AP,KURNOOL,D
APTEL15993,DREAM TIMES,,154386,APTEL/2021/81831,KALUBURIGI SOWMYA,AP,KURNOOL,D
APTEL16418,MOURYA TIMES,,,,MADRI LAKSHMANNA,AP,KURNOOL,D
APTEL10085,RAYALASEEMA TIMES,???????? ??????,93328,APTEL/2007/20771,G.A. SATTAR,AP,KURNOOL,D
APTEL16439,BHAHUJANA TIMES,,,,BHAHUJANA NEWS PVT LTD,AP,KURNOOL,D
APTEL11979,BHARAT TIMES,,114630,APTEL/2011/42073,A. SALOMI,AP,KURNOOL,F
APTEL14059,THE PEER TIMES,,129682,APTEL/2014/57127,SYED MOHD. PEER,AP,KURNOOL,M
APBIL01948,SAMEENA TIMES,????? ??????,138159,UR,SAMEENA BEGUM,AP,KURNOOL,M
APTEL13074,HARISHINI TIMES,,120644,APTEL/2013/48088,G.V. LAKSHMAMMA,AP,KURNOOL,M
APTEL15767,VISWA TIMES,,158178,APTEL/2023/85623,ANURUP CHARITABLE TRUST,AP,KURNOOL,M
APTEL15854,GIRIJANA NAIK TIMES,,158804,APTEL/2023/86249,K.LALU NAIK,AP,KURNOOL,M
APTEL15828,MAHARSI TIMES,,154418,APTEL/2022/81863,T MADDULETI,AP,KURNOOL,M
APURD01802,KURNOOL TIMES,,25321,25321/ 74,C. NAZEER AHMED,AP,KURNOOL,W
APTEL10232,MAHABUBNAGAR TIMES,???????? ??????,101729,APTEL/2009/29172,M. YADAGIRI,AP,MAHABUBNAGAR,D
APTEL12946,RACHANA TIMES,,122775,APTEL/2013/50220,MODALA CHNDRA SHEKAR,AP,MAHBUBNAGAR,M
APTEL13694,CITY TIMES,,124616,APTEL/2013/52061,B PRAMOD KUMAR,AP,MANCHERIAL,D
APTEL12903,THE SIDDIPET TIMES,,124580,APTEL/2012/52025,L.RAVI CHANDRA,AP,MEDAK,D
APTEL11586,UDAYAM TIMES,???? ??????,104616,APTEL/2010/32059,K. SHOBHA RANI,AP,NALGONDA,D
APTEL11947,DESHA TIMES,???? ??????,107114,TELTEL/2010/34557,SAYED PASHA,AP,NALGONDA,D
APTEL13813,MALLIK TIMES,,127099,APTEL/2014/54544,VALIGONDA MALLAIAH,AP,NALGONDA,M
APTEL14971,SIMHAPURI TIMES,,138962,APTEL/2015/66407,BASINI MANJULA,AP,NELLORE,D
APTEL11444,COFFEE TIMES,???? ??????,104180,APTEL/2010/31623,MVS RAVINDRA KUMAR,AP,NELLORE,M
APTEL06037,NELLORE TIMES,,25358,25358/ 74,P. RUKMINAMMA,AP,NELLORE,W
APTEL16235,VENKATAGIRI TIMES,,157823,APTEL/2023/85268,RAYAPATI SAI KRISHNA,AP,NELLORE,W
APURD01942,MOMIN TIMES,,128184,APURD/2014/55629,MOHD AWAIS KHAN,AP,NIZAMABAD,D
APTEL15737,PRAKASAM TIMES,,,,GADDALA RAVI,AP,PRAKASAM,M
APTEL08554,MULNIVASI TIMES,,86773,APTEL/2004/14216,BATTU VISVESWARARAO,AP,RAJAHMUNDRY,F
APTEL12041,PRAJA TIMES,????? ??????,107082,APTEL/2010/34525,P. RAMULU GOUD,AP,RANGAREDDY,D
APTEL11182,LOCAL TIMES,???? ??????,101668,APTEL/2009/29111,T. SHANKAR,AP,RANGAREDDY,D
APENG03427,TRAVELLERS TIMES,,123972,APENG/2013/51417,BHUVANESHWARI DEVI SAI KAANTH,AP,RANGAREDDY,F
APENG03154,METRO CITY TIMES,,109340,APENG/2010/36783,B. PRAMODKUMAR,AP,RANGAREDDY,M
APTEL12958,PANCHAYATHRAJ TIMES,,119405,APTEL/2012/46848,P.LAVANYA,AP,RANGAREDDY,M
APENG03433,ROAD SAFETY TIMES,,126238,APENG/2013/53683,K. VANALATHA,AP,RANGAREDDY,M
APBIL01767,FREELANCE JOURNALIST TIMES,????????? ????????? ??????,108367,APBIL/2010/35810,K. SATEESH KUMAR,AP,RANGAREDDY,M
APBIL01783,HEALTH TIMES,,110750,APBIL/2011/38193,P.S. CHALAM NAIDU,AP,RANGAREDDY,M
APBIL01812,ARROW TIMES,,122571,TELBIL/2012/50016,I. VENKATESH GOUD,AP,RANGAREDDY,M
APTEL11656,SANATHNAGAR TIMES,,114160,APTEL/2012/41603,M. SRINIVAS REDDY,AP,RANGAREDDY,W
APTEL07877,CHIKKOLU TIMES,,82958,APTEL/2003/10401,CHEMCHALA LAKSHMI,AP,SRIKAKULAM,D
APTEL14424,THE MONDAY TIMES,,135290,APTEL/2015/62735,PICINI CHANDRA MOHAN,AP,SRIKAKULAM,M
APENG02636,THE FEDERAL TIMES,?? ????? ??????,96888,APENG/2006/24331,DR. M. KAILASHPATHI,AP,TENALI,D
APTEL12143,BEZAVADA TIMES,,115191,APTEL/2011/42634,MURALA VENUGOPAL,AP,VIJAYAWADA,M
APTEL10919,CITIZEN TIMES,?????? ??????,101425,APTEL/2009/28868,M.S.R. PATNAIK,AP,VISAKHAPATNAM,D
APENG03550,THE SUNDAY TIMES OF INDIA,? ???? ?????? ?? ??????,135334,ENG/2012/62779,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APTEL10770,KALINGA TIMES,????? ??????,101426,APTEL/2009/28869,KRISHNA MOORTHY PRAYAKA RAO,AP,VISAKHAPATNAM,D
APENG03371,VIZAG TIMES OF INDIA,????? ?????? ?? ??????,121780,ENG/2012/49225,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APTEL16505,COSTA TIMES,,,,KALLA SUBBA RAO,AP,VISAKHAPATNAM,D
APTEL08952,PRAJAA TIMES TELUGU PAKSHA PATRIKA,????? ??????? ?????? ????? ???????,93154,APTEL/2005/20597,M. PADMAJA,AP,VISAKHAPATNAM,F
APBIL00424,SALADI TIMES,,45016,45016/ 89,KANAKA RAO SALADI,AP,VISAKHAPATNAM,F
APTEL05763,TENDER TIMES,,74556,APTEL/1998/01999,APARNA PUBLICATIONS,AP,VISAKHAPATNAM,F
APTEL15464,GAJUWAAKA TIMES,,147799,APTEL/2018/75244,BANTHIKOLLA SANTHOSHI DEVI,AP,VISAKHAPATNAM,M
APTEL15428,TEJA TIMES,,146509,APTEL/2017/73954,GORLE ESWARA RAO,AP,VISAKHAPATNAM,M
APTEL14127,MEGA TIMES,,130260,APTEL/2014/57705,GEDDAM VENKATA JAGANNADHA RAO,AP,VISAKHAPATNAM,M
APTEL14211,VIBHINNA VARTHA PATRIKA TELUGU TIMES,,139029,APTEL/2016/66474,KESANAPALLI VENKATA SHANTHI,AP,VISAKHAPATNAM,M
APTEL11998,VALTAIR TIMES,,109636,APTEL/2011/37079,G. LAKSHMI,AP,VISAKHAPATNAM,M
APTEL12260,GREATER TIMES,,112053,APTEL/2011/39496,YALLA APPA RAO,AP,VISAKHAPATNAM,M
APTEL14103,ANDHRA TIMES FOR THE PEOPLE,,137016,APTEL/2015/64461,BALIDE PADMAVATHI,AP,VISAKHAPATNAM,W
APTEL16438,VISAKHA SURYA TIMES,,,,JABADYA NAMALA,AP,VISAKHAPATNAM,W
APENG02059,VIZAG TIMES,????? ??????,15790,15790/ 68,CHAMARTHI RAMAKRISHNA RAO,AP,VISAKHAPATNAM,W
APTEL07251,VIZIANAGARAM TIMES,,81652,APTEL/2002/09095,E. SURESH KUMAR,AP,VIZIANAGARAM,D
APTEL16519,GURUJADA TIMES,,,,MAJJI SIVA KUMAR,AP,VIZIANAGARAM,D
APTEL14562,UPLAND TIMES,?? ???? ??????,138437,APTEL/2015/65882,BANDARU SRINIVASA RAO,AP,WEST GODAVARI,D
APTEL05974,ELURU TIMES,,32110,32110/ 73,MULAKALA DEVENDRA RAO,AP,WEST GODAVARI,D
APTEL14650,DWARAKA TIRUMALA TIMES,??????? ??????? ??????,137160,APTEL/2015/64605,VATTIKUTI V.V.S.SWAMY,AP,WEST GODAVARI,F
APTEL08487,ZILLA TIMES,??ž??ž???,90957,APTEL/2004/18400,NIMMALA VENKATA RAMARAO,AP,WEST GODAVARI,W
APTEL14195,TARANGINI TIMES,,142148,APTEL/2015/69593,KETA SATYANARAYANA,AP,WEST GODAVARI,W
APTEL01819,PALACOLE TIMES,,37859,37859/ 83,PEDDADA HARA GOPALARAJU,AP,WEST GODAVARI,W
APTEL07423,VASISTA TIMES,,80244,APTEL/2002/07687,MANTENA LAKSHMI,AP,WEST GODAVERI/ ELURU,D
APTEL05506,TADEPALLIGUDEM TIMES,,68434,68434/ 97,KOTA VENKATESWARARAO,AP,WEST GODAVERI/ ELURU,W
APTEL15724,PRODDATUR TIMES,,,,KONETI NARENDRA BABU,AP,YSR/ KADAPA,M
APTEL15830,KADAPA TIMES,,153884,APTEL/2021/81329,VADDEYRAJU VIJAY KUMAR,AP,YSR/ KADAPA,M
ARPENG00032,NORTHEAST TIMES,,84466,ARPENG/2003/11909,G.L.PUBLICATIONS LTD,ARP,ITANAGAR,D
ARPENG00058,THE ROING TIMES,?? ????? ??????,100074,ARPENG/2008/27517,SOCIETY FOR UPLIFTMENT OF ROING (SUR),ARP,LOWER DIBANG VALLEY,W
ARPENG00063,THE ITANAGAR TIMES,?? ?????? ??????,106346,ARPENG/2010/33789,AJOY YADAV,ARP,PAPUM PARE,W
ARPENG00041,THE ARUNACHAL TIMES,?? ??????? ??????,40909,40909/ 89,ARUNACHAL TIMES PUBLICATIONS PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D
ARPENG00103,SANMARG TIMES,,,,SANMARG PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D
ASSENG00375,THE VOICE TIMES,,143179,ASSENG/2013/70624,ALOK DAS,ASS,CACHAR,D
ASSBEN00315,BARAK TIMES,,63046,63046/ 95,RAJU SAHA,ASS,CACHAR,F
ASSBEN00475,THE SILCHAR TIMES,?? ?????? ??????,96854,ASSBEN/2008/24297,SUNALI NATH,ASS,CACHAR,W
ASSBEN00177,SILCHAR TIMES,,40982,40982/ 91,SANAT KUMAR KOIRI,ASS,CACHAR/ SILCHAR,D
ASSBEN00363,CACHAR TIMES,,32769,32769/ 77,BIJOY DEBNATH,ASS,CACHAR/ SILCHAR,TWW
ASSENG00096,THE NORTH EAST TIMES,,34014,34014/ 90,G.L.PUBLICATIONS LTD,ASS,GAUHATI,D
ASSENG00497,THE HILLS TIMES,,159043,ASSENG/2023/86488,RAMESWAR CHAUHAN,ASS,GUWAHATI,D
ASSURD00005,RABTA TIMES,,130867,ASSURD/2014/58312,AYAAN PUBLICATION PVT. LTD.,ASS,GUWAHATI,D
ASSENG00331,GAUHATI LAW TIMES,??????? ?? ??????,100060,ASSENG/2009/27503,MOHAMMAD TAHIR FARIDI,ASS,GUWAHATI,M
ASSENG00380,GOOD TIMES,,125799,ASSENG/2012/53244,RAJAT DEORAH,ASS,GUWAHATI,M
ASSENG00361,ECLECTIC TIMES,?????????? ??????,107991,ASSENG/2010/35434,ECLECTIC PUBLICATIONS PRIVATE LIMITED,ASS,KAMRUP,M
ASSNEP00021,SAPARIVAR TIMES,??????? ??????,100409,ASSNEP/2009/27852,HEMANTA KUMAR SAIKIA,ASS,KAMRUP (GUWAHATI),W
ASSENG00177,THE OIL FIELD TIMES,,61943,61943/ 95,M/S SANKHA PRESS PVT LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D
ASSENG00106,THE PRESENT TIMES,,40871,40871/ 88,SANKHA PRESS P. LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D
ASSENG00169,THE BRAHMAPUTRA TIMES,,53861,53861/ 94,JYOTI GOGOI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,F
ASSENG00489,ASSAM LAW TIMES,,,,PARTHA PRATIM MEDHI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,M
ASSENG00049,EVENT TIMES,,40870,40870/ 88,SRIANGO PRAKASH,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W
ASSENG00163,THE BODOLAND TIMES,,53839,53839/ 93,PHUKAN CHANDRA BORO,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W
ASSENG00034,THE DIPHU TIMES,,40979,40979/ 91,M/S HILLS ADVERTISING & PUBLICATION DIPHU,ASS,KARBI ANGLONG/ DIPHU,W
ASSENG00379,THE TIMES OF ASSAM,,119225,ASSENG/2012/46668,BHAKTI BRAHMA,ASS,KOKRAJHAR,D
BIHHIN01702,NAV BIHAR TIMES,??????? ??????,52290,52290/ 90,KAMAL KISHORE,BIH,AURANGABAD,D
BIHHIN11720,BEGUSARAI TIMES,,39539,39539/ 81,RADHA KRISHAN CHOUDHARY,BIH,BEGUSARAI,D
BIHURD00832,QUAID E MILLAT TIMES,,152581,BIHURD/2020/80026,TASNIM KAUSAR,BIH,BHAGALPUR,D
BIHHIN04264,VIKRAMSHILA TIMES,,30900,30900/ 75,NARAYAN PRASAD T.,BIH,BHAGALPUR,F
BIHHIN00165,ANG TIMES,,30992,30992/ 76,RAYAZAT ALI HAIDER,BIH,BHAGALPUR,W
BIHHIN03764,ARVAN TIMES,,58994,58994/ 95,SURYA PRAKASH LAL,BIH,BHAGALPUR,W
BIHHIN00257,BABA TIMES,,44396,44396/ 86,SHIVAJI PATHAK,BIH,BHOJPUR,F
BIHURD00691,MALTI TIMES,,114250,BIHURD/2012/41693,RAGHUBAR LAL DAS,BIH,DARBHANGA,D
BIHURD00850,DARBHANGA TIMES,,,,MANSOOR KHUSHTER,BIH,DARBHANGA,D
BIHHIN04893,TIMES OF MITHILANCHAL,?????? ?? ?????????,134006,BIHHIN/2009/61451,SANJAY BISWAS,BIH,DARBHANGA,F
BIHMAI00053,VIDYAPATI TIMES,????????? ???????,90247,BIHMAI/2005/17690,VINOD KUMAR,BIH,DARBHANGA,F
BIHHIN02702,UGNA TIMES,,44392,44392/ 87,LALIT KUMAR SUMAN,BIH,DARBHANGA,M
BIHHIN03138,SUBODH TIMES,,52276,52276/ 89,,BIH,GAYA,D
BIHHIN01366,LAXMAN TIMES,,52398,52398/ 91,,BIH,GAYA,W
BIHHIN03922,VISHWA VIPLAV TIMES,,67744,67744/ 97,ADITYA KUMAR,BIH,KATIHAR,F
BIHHIN01204,KATIHAR TIMES,,33291,33291/ 78,BASUDEO PRASAD,BIH,KATIHAR,F
BIHHIN11693,FARKIYA TIMES,,23659,23659/ 72,DINESH KUMER DEO,BIH,KHAGARIA,W
BIHHIN04923,SURJAPUR TIMES,???????? ??????,102926,BIHHIN/2009/30369,TARACHAND DHANUKA,BIH,KISHANGANJ,W
BIHHIN04289,LAKHISARAI TIMES,??????? ??????,72817,BIHHIN/1999/00260,LAXMI PRASAD SINGH,BIH,LAKHISARAI,W
BIHHIN04177,MONGHYR TIMES,,26158,26158/ 73,JAGDISH KUMAR,BIH,MUNGER,M
BIHBIH00007,DOLI TIMES,,44484,44484/ 88,RAMA SHANKAR CHAUDHARY,BIH,MUZAFARPUR,W
BIHHIN02651,TIRHUT TIMES,,44227,44227/ 85,CHANDER MOHAN SAHEY,BIH,MUZAFFARPUR,D
BIHHIN11759,YODHA TIMES,,61376,61376/ 93,ARUNKUMAR,BIH,MUZAFFARPUR,D
BIHHIN01601,MONA TIMES,,39744,39744/ 84,SURINDER PRASAD,BIH,MUZAFFARPUR,D
BIHHIN00907,HAJIPUR TIMES,,33356,33356/ 79,JEETU PASWAN,BIH,MUZAFFARPUR,D
BIHHIN11744,ANIWESH TIMES,?????? ??????,141197,BIHHIN/2016/68642,ANIWESH KUMAR,BIH,MUZAFFARPUR,D
BIHURD00718,HAKIKAT TIMES,,122640,BIHURD/2013/50085,SYED NAIYAR ALI WARSI,BIH,MUZAFFARPUR,D
BIHBIL00211,AL-HIND TIMES,,58983,58983/ 94,M JAVED HASAN,BIH,MUZAFFARPUR,M
BIHHIN05061,CHARAIVETI TIMES,,113977,BIHHIN/2012/41420,ANJANA DEVI,BIH,MUZAFFARPUR,M
BIHHIN02366,SANDEEP TIMES,????? ??????,58977,58977/ 93,NAND KISHORE SRIVASTAVA,BIH,MUZAFFARPUR,W
BIHHIN03653,YASHODA TIMES,,58968,58968/ 94,AJAY KUMAR,BIH,MUZAFFARPUR,W
BIHHIN00131,AMBER TIMES,,58986,58986/ 93,PARAS NATH PRASAD,BIH,MUZAFFARPUR,W
BIHHIN03884,GLOBAL TENDER TIMES,,65838,65838/ 97,M.J.HASAN,BIH,MUZAFFARPUR,W
BIHHIN04132,HIMASIA TIMES,,26163,26163/ 74,JYOTI NARAYAN BHARATI,BIH,MUZAFFARPUR,W
BIHHIN11758,ABHIKA TIMES,,58978,58978/ 93,NOT GIVEN,BIH,MUZAFFARPUR,W
BIHHIN04121,GOPI TIMES,???? ??????,44339,44339/ 85,RAM LAL AGARWAL,BIH,MUZZAFARPUR,D
BIHHIN00592,CHITRA GUPTA TIMES,,39693,39693/ 83,BIKAU MAHTO,BIH,MUZZAFFARPUR,D
BIHHIN04171,MEHTA TIMES,,39738,39738/ 84,TRIBHUWAN MEHTA,BIH,MUZZAFFARPUR,D
BIHURD00833,AL WATAN TIMES,?? ??? ??????,151156,BIHURD/2019/78601,MOHAMMAD IQBAL SABA,BIH,NALANDA,D
BIHHIN01893,PAVAPURI TIMES,,52307,52307/ 90,BHOLA PRASAD PAHARI.,BIH,NALANDA,W
BIHURD00744,SAFA TIMES,??? ??????,129510,BIHURD/2014/56955,HABIBUR REHMAN,BIH,PASCHIM CHAMPARAN,D
BIHHIN04075,BETTIAH TIMES,,38797,38797/ 81,AFZAL QADRI & PARVEZ AKHTAR,BIH,PASHCHIM CHAMPARAN,M
BIHHIN11856,NABHAS TIMES,,,,ABHISHEK KUMAR DWIVEDI,BIH,PASHCHIM CHAMPARAN,M
BIHHIN05253,KAYAM TIMES,???? ??????,129366,BIHHIN/2014/56811,MD QAYAM UDDIN,BIH,PATNA,D
BIHHIN05287,LOKTANTRA TIMES,???????? ??????,133147,BIHHIN/2014/60592,MD. KHALID ANWAR,BIH,PATNA,D
BIHHIN02465,SHELENDRA VANI TIMES,,49140,49140/ 89,SHAILENDRA KUMAR,BIH,PATNA,D
BIHURD00816,RAJHAT TIMES,???? ??????,143195,BIHURD/2017/70640,KHURSHIDA PERVEEN,BIH,PATNA,D
BIHHIN01031,JAN SAMOOH TIMES,,52310,52310/ 90,OM PRAKASH DEEP,BIH,PATNA,D
BIHHIN02110,RAVI BHUSHAN TIMES,,48976,48976/ 89,NATH SINGH,BIH,PATNA,D
BIHBIL02446,DUMRA TIMES,,,,IMTEYAZ ALI KHAN,BIH,PATNA,D
BIHURD00754,QURRAH TIMES,?????? ??????,132303,BIHURD/2014/59748,SABITA SINGH,BIH,PATNA,D
BIHURD00796,LATIF TIMES,???? ??????,140873,BIHURD/2016/68318,SABRA KHATOON,BIH,PATNA,D
BIHHIN00736,D'SUZA TIMES,,52308,52308/ 88,M.R. D'SOUZA,BIH,PATNA,D
BIHHIN01876,PATLIPUTRA TIMES,,39504,39504/ 82,NEERAJ NEWSPAPERS ASSOCIATION PVT LTD,BIH,PATNA,D
BIHENG00569,PATNA TIMES OF INDIA,???? ?????? ?? ??????,78791,BIHENG/2002/06234,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN01017,JAGRITI TIMES,?????? ???????,44293,44293/ 85,SANJAY KUMAR SINGH,BIH,PATNA,D
BIHENG00532,HINDUSTAN TIMES,?????????? ??????,44352,44352/ 86,HT MEDIA LTD,BIH,PATNA,D
BIHENG00637,THE ECONOMIC TIMES,? ??????? ??????,129424,BIHENG/2014/56869,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN04863,NAVBHARAT TIMES,,44373,44373/ 86,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHENG00161,THE LABOUR TIMES,,13091,13091/ 66,DHIRENDRA NATH VERMA,BIH,PATNA,F
BIHENG00393,UNIVERSITY TIMES,,4233,4233/ 63,DHIRENDRA NATH VERMA,BIH,PATNA,F
BIHHIN03495,KAPURI TIMES,,52474,52474/ 92,SADANAND PARSHAD,BIH,PATNA,F
BIHHIN04282,ASIAN TIMES,,72587,BIHHIN/1999/00030,JEBA TASLIM,BIH,PATNA,F
BIHBIL00328,HEALTH & ENVIRONMENT TIMES,,111475,BIHBIL/2011/38918,RAJESH KUMAR SINHA,BIH,PATNA,M
BIHHIN05152,SUNAMI TIMES,,124896,BIHHIN/2013/52341,SEEMA DEVI,BIH,PATNA,M
BIHBIL00332,THE MEDIA TIMES,,115638,BIHBIL/2012/43081,ANITA JHA,BIH,PATNA,M
BIHHIN11735,JAN PRAHARI TIMES,?? ?????? ??????,142115,BIHHIN/2016/69560,SHYAM NATH SINGH,BIH,PATNA,M
BIHHIN05003,GHATNA CHAKRA TIMES,,116748,BIHHIN/2012/44191,SHASHI KIRAN,BIH,PATNA,M
BIHHIN05219,TIMES TO TIMES,?????? ?? ??????,137378,BIHHIN/2015/64823,MANOJ KUMAR,BIH,PATNA,M
BIHBIL00319,KEWAL SACH TIMES,,121807,BIHBIL/2011/49252,BRAJESH MISHRA,BIH,PATNA,M
BIHENG00575,SUNDAY HINDUSTAN TIMES,???? ?????????? ??????,79914,BIHENG/2002/7357,HT MEDIA LTD,BIH,PATNA,W
BIHHIN00188,ANURADHA TIMES,,49029,49029/ 89,VINOD PRASAD SINGH,BIH,PATNA,W
BIHHIN01887,PATNA TIMES,,12320,12320/ 66,PATNA TIMES PUBLICATION (P) LTD.,BIH,PATNA,W
BIHHIN01425,MADHUYOG TIMES,,52294,52294/ 89,SHRI YOGENDRA SHAH,BIH,PATNA,W
BIHURD00394,SECULAR TIMES,???????? ??????,44381,44381/ 86,MOHD REHAN,BIH,PATNA,W
BIHHIN02665,TRILOK TIMES,,52403,52403/ 89,SHASHI KANT,BIH,PATNA,W
BIHHIN02671,THRISHNA TIMES,,52425,52425/ 89,DEEPA GUPTA,BIH,PATNA,W
BIHHIN04106,DAVANTI TIMES,,49114,49114/ 89,SARITA KUMARI,BIH,PATNA,W
BIHHIN00867,GHANSHYAMPUR TIMES,,49100,49100/ 89,KISHORI PRASAD SINGH,BIH,PATNA,W
BIHHIN01445,MAHABIR BIHAR TIMES,?????? ????? ??????,39736,39736/ 83,GANESH PRASAD,BIH,PATNA,W
BIHHIN02054,RAJAPUR TIMES,,49002,49002/ 89,RAKESH KUMAR,BIH,PATNA,W
BIHHIN02443,SORABH SUNNY TIMES,,49127,49127/ 89,SANTOSH KUMAR,BIH,PATNA,W
BIHHIN02817,VIVARAN TIMES,,52274,52274/ 90,ARUN KUMAR SINGH,BIH,PATNA,W
BIHENG00595,FINANCIAL TIMES OF INDIA,?????????? ?????? ?? ??????,92253,BIHENG/2007/19696,M\S TIMES PUBLISHING HOUSE LTD,BIH,PATNA,W
